"sites","Network","Rank","Degree","Betweenness","Closeness","Harmonic","Eigenvector","Rule_set","Distance_km","Allowed_connections"
"Monte Arci","Rule_B_450km",4,2,0.000162048290390536,0.415584415584416,0.428921568627451,0.134653069916024,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_450km",4,2,0,0.492307692307692,0.485294117647059,0.214748842581791,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_450km",4,4,0.00350718799916661,0.533333333333333,0.529411764705882,0.349401912497816,"Rule_B",450,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_500km",2,21,0.152109328579917,0.702127659574468,0.784313725490196,0.692445195306639,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_500km",1,0,0,NA,0,1.61206164365594e-19,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_500km",1,1,0,0.383720930232558,0.397058823529412,0.0495106848510196,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_500km",1,2,0,0.507692307692308,0.509803921568627,0.197816557332658,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_500km",1,4,0.00139536287696086,0.532258064516129,0.544117647058823,0.327139310829788,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_500km",1,3,0.000324096580781073,0.523809523809524,0.529411764705882,0.247327242183678,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_500km",1,2,0,0.507692307692308,0.509803921568627,0.197816557332658,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_500km",1,2,0.000324096580781073,0.445945945945946,0.465686274509804,0.132066035683765,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_500km",1,3,0.000324096580781073,0.523809523809524,0.529411764705882,0.247327242183678,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_500km",2,21,0.162280241865017,0.717391304347826,0.78921568627451,0.716245763337628,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_500km",1,3,0.000324096580781073,0.523809523809524,0.529411764705882,0.247327242183678,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_500km",1,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_500km",1,3,0.000253399042326378,0.515625,0.524509803921569,0.277628625978769,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_500km",1,3,0.000324096580781073,0.523809523809524,0.529411764705882,0.247327242183678,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_500km",1,4,0.00139536287696086,0.532258064516129,0.544117647058823,0.327139310829789,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_500km",3,31,0.490403087178803,0.942857142857143,0.941176470588235,1,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_500km",1,4,0.00139536287696086,0.532258064516129,0.544117647058823,0.327139310829789,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_500km",1,2,0,0.507692307692308,0.509803921568627,0.197816557332658,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_500km",2,12,0.094998427178358,0.611111111111111,0.661764705882353,0.429552026692148,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_500km",4,3,0.000324096580781073,0.523809523809524,0.529411764705882,0.247327242183678,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_500km",4,2,0,0.5,0.504901960784314,0.195073275146023,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_500km",4,4,0.00139536287696086,0.532258064516129,0.544117647058823,0.327139310829789,"Rule_B",500,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_550km",2,23,0.162358882947118,0.723404255319149,0.82843137254902,0.724536586607278,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_550km",1,2,0,0.5,0.519607843137255,0.183100904078676,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_550km",1,1,0,0.395348837209302,0.421568627450981,0.0512272765233327,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_550km",1,1,0,0.395348837209302,0.421568627450981,0.0512272765233327,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_550km",1,2,0,0.5,0.519607843137255,0.183100904078676,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_550km",1,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_550km",1,2,0,0.5,0.519607843137255,0.183100904078676,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_550km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.241944773125743,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_550km",1,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_550km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.241944773125743,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_550km",1,2,0,0.5,0.519607843137255,0.19071749660241,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_550km",1,2,0,0.5,0.519607843137255,0.183100904078676,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_550km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.241944773125743,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_550km",1,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_550km",2,25,0.189096850861557,0.755555555555556,0.857843137254902,0.796273493306634,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_550km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.241944773125743,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_550km",1,3,9.90295107942167e-05,0.507462686567164,0.534313725490196,0.267644425886562,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_550km",1,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_550km",1,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_550km",3,32,0.449633971692795,0.944444444444444,0.970588235294118,1,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_550km",1,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_550km",1,2,0,0.5,0.519607843137255,0.19071749660241,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_550km",2,15,0.151960784313725,0.641509433962264,0.720588235294118,0.482484305805369,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_550km",4,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.241944773125743,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_550km",4,2,0,0.5,0.519607843137255,0.183100904078676,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_550km",4,4,0.001178832061185,0.53125,0.558823529411765,0.318871702409895,"Rule_B",550,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_600km",2,24,0.16369578134284,0.739130434782609,0.843137254901961,0.744666392954564,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_600km",1,1,0,0.404761904761905,0.431372549019608,0.0539838963189858,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_600km",1,1,0,0.404761904761905,0.431372549019608,0.0539838963189858,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_600km",1,2,0,0.5,0.519607843137255,0.1782787135964,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_600km",1,2,0,0.5,0.519607843137255,0.1782787135964,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_600km",1,3,0.00035650623885918,0.523076923076923,0.544117647058823,0.241227329722767,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_600km",1,3,0.00035650623885918,0.523076923076923,0.544117647058823,0.241227329722767,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_600km",1,2,0,0.5,0.519607843137255,0.187243433403781,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_600km",1,2,0,0.5,0.519607843137255,0.1782787135964,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_600km",1,3,0.00035650623885918,0.523076923076923,0.544117647058823,0.241227329722767,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_600km",2,27,0.211527035056447,0.790697674418605,0.887254901960784,0.832396694877203,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_600km",1,3,0.00035650623885918,0.523076923076923,0.544117647058823,0.241227329722767,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_600km",3,32,0.396995161701044,0.944444444444444,0.970588235294118,1,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_600km",1,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_600km",1,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_600km",2,17,0.164587046939988,0.666666666666667,0.75,0.528295766603399,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_600km",4,3,0.00035650623885918,0.523076923076923,0.544117647058823,0.241227329722767,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_600km",4,3,8.48824378236143e-05,0.507462686567164,0.534313725490196,0.263337159476871,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_600km",4,4,0.000976148034971565,0.53125,0.558823529411765,0.317321055795857,"Rule_B",600,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_650km",2,25,0.154634581105169,0.755555555555556,0.857843137254902,0.753205773881714,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_650km",1,3,0.000162383794097349,0.523076923076923,0.544117647058823,0.245547964191145,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_650km",1,3,0.000162383794097349,0.523076923076923,0.544117647058823,0.245547964191146,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_650km",1,2,6.85588920883039e-05,0.492753623188406,0.514705882352941,0.153908958200105,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_650km",1,2,6.85588920883039e-05,0.492753623188406,0.514705882352941,0.153908958200105,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_650km",1,3,0.000162383794097349,0.523076923076923,0.544117647058823,0.245547964191145,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_650km",1,2,0,0.5,0.519607843137255,0.164281494174267,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_650km",1,3,6.85588920883039e-05,0.523076923076923,0.544117647058823,0.247612445047822,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_650km",1,3,6.85588920883039e-05,0.523076923076923,0.544117647058823,0.247612445047822,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_650km",1,2,0,0.5,0.519607843137255,0.164281494174267,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_650km",1,3,6.85588920883039e-05,0.523076923076923,0.544117647058823,0.247612445047822,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_650km",2,30,0.255220269926152,0.894736842105263,0.941176470588235,0.867272635744598,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_650km",1,3,6.85588920883039e-05,0.523076923076923,0.544117647058823,0.247612445047822,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_650km",1,3,0.000162383794097349,0.523076923076923,0.544117647058823,0.245547964191145,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_650km",3,32,0.280415584325936,0.944444444444444,0.970588235294118,1,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_650km",1,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_650km",2,26,0.176449367625838,0.80952380952381,0.882352941176471,0.775237834012323,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_650km",4,3,6.85588920883039e-05,0.523076923076923,0.544117647058823,0.247612445047822,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_650km",4,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_650km",4,4,0.000409642555287999,0.53125,0.558823529411765,0.318190452374372,"Rule_B",650,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_C_100km",2,1,0,1,0.0294117647058824,0.903714866025868,"Rule_C",100,"4-3, 3-2, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Susac Poje","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Favella","Rule_C_100km",1,1,0,1,0.0294117647058824,0.903714866025868,"Rule_C",100,"4-3, 3-2, 2-1"
"Peiro Signado","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Pont de Roque-Haute","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Terragne","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Coppa Nevigata","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Grotta San Michele Arcangelo I","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Ripatetta","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Torre Sabea","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Kargadur","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Rio Tana","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Scamuso I","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Arene Candide I","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Trasano","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Durdeva greda","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_C_100km",1,0,0,NA,0,3.30664010303028e-18,"Rule_C",100,"4-3, 3-2, 2-1"
