"sites","Network","Rank","Degree","Betweenness","Closeness","Harmonic","Eigenvector","Rule_set","Distance_km","Allowed_connections"
"Coppa Nevigata","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Ripatetta","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_A_600km",1,2,0,0.5,0.519607843137255,0.184879269751036,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Kargadur","Rule_A_600km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.245271467081646,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Rio Tana","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_600km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.245271467081646,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_600km",1,2,0,0.5,0.519607843137255,0.191935184247724,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_600km",1,2,0,0.5,0.519607843137255,0.184879269751036,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_600km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.245271467081646,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_600km",2,24,0.164587046939988,0.739130434782609,0.843137254901961,0.796829195790393,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_600km",1,3,0.000411353352529823,0.523076923076923,0.544117647058823,0.245271467081646,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_600km",3,32,0.503476056107635,0.944444444444444,0.970588235294118,1,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_600km",1,4,0.00109934784857385,0.53125,0.558823529411765,0.323331911372038,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_600km",1,3,9.38174312787316e-05,0.507462686567164,0.534313725490196,0.269995628538116,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_600km",2,15,0.150920974450386,0.641509433962264,0.720588235294118,0.499315383818491,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_600km",4,1,0,0.492753623188406,0.504901960784314,0.106818825460645,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_600km",4,1,0,0.492753623188406,0.504901960784314,0.106818825460644,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_600km",4,1,0,0.492753623188406,0.504901960784314,0.106818825460645,"Rule_A",600,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_A_650km",2,23,0.131610219845514,0.723404255319149,0.82843137254902,0.742372190634046,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_A_650km",1,3,0.000178699869102346,0.523076923076923,0.544117647058823,0.253214870316422,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Susac Poje","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Favella","Rule_A_650km",1,3,0.000178699869102346,0.523076923076923,0.544117647058823,0.253214870316422,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_A_650km",1,2,7.75013562737348e-05,0.472222222222222,0.5,0.15477685060683,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_A_650km",1,2,7.75013562737348e-05,0.472222222222222,0.5,0.15477685060683,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Terragne","Rule_A_650km",1,3,0.000178699869102346,0.523076923076923,0.544117647058823,0.253214870316422,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767568,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Ripatetta","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767568,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_A_650km",1,2,0,0.5,0.519607843137255,0.170951357160738,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Kargadur","Rule_A_650km",1,3,7.75013562737348e-05,0.523076923076923,0.544117647058823,0.252890995265285,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Rio Tana","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Scamuso I","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_A_650km",1,3,7.75013562737348e-05,0.523076923076923,0.544117647058823,0.252890995265285,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Trasano","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_A_650km",1,2,0,0.5,0.519607843137255,0.170951357160738,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_A_650km",1,3,7.75013562737348e-05,0.523076923076923,0.544117647058823,0.252890995265285,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767568,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Le Secche","Rule_A_650km",2,27,0.214388466710448,0.829268292682927,0.897058823529412,0.838447029651543,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Basi I","Rule_A_650km",1,3,7.75013562737348e-05,0.523076923076923,0.544117647058823,0.252890995265285,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Trasanello I","Rule_A_650km",1,3,0.000178699869102346,0.523076923076923,0.544117647058823,0.253214870316422,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Palata 1","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767568,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_A_650km",3,32,0.40182148068175,0.944444444444444,0.970588235294118,1,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_A_650km",1,4,0.000454873432789865,0.53125,0.558823529411765,0.325728207767569,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Renaghju","Rule_A_650km",2,23,0.143900303343028,0.755555555555556,0.838235294117647,0.739071187987954,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_650km",4,1,0,0.492753623188406,0.504901960784314,0.0981141446584553,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_650km",4,1,0,0.492753623188406,0.504901960784314,0.0981141446584553,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_650km",4,1,0,0.492753623188406,0.504901960784314,0.0981141446584553,"Rule_A",650,"4-3, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_100km",2,1,0,1,0.0294117647058824,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_100km",1,1,0,1,0.0294117647058824,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_100km",1,1,0,0.6,0.0588235294117647,0.577350269189625,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_100km",2,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_100km",1,1,0,1,0.0294117647058824,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_100km",1,1,0,0.6,0.0588235294117647,0.577350269189625,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_100km",3,3,0.0053475935828877,1,0.0882352941176471,1,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_100km",1,1,0,0.6,0.0588235294117647,0.577350269189625,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_100km",1,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_100km",2,1,0,1,0.0294117647058824,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_100km",4,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_100km",4,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_100km",4,0,0,NA,0,0,"Rule_B",100,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_150km",2,3,0.0053475935828877,1,0.0882352941176471,1.59894317089789e-16,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_150km",1,1,0,0.6,0.0588235294117647,1.99867896362236e-16,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_150km",1,1,0,0.6,0.0588235294117647,2.39841475634684e-16,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_150km",1,1,0,0.5,0.112745098039216,0.401850120426198,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_150km",1,2,0.0106951871657754,0.583333333333333,0.132352941176471,0.479239382491665,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_150km",2,1,0,0.388888888888889,0.0931372549019608,0.192582403567252,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_150km",1,1,0,1,0.0294117647058824,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_150km",1,1,0,0.5,0.112745098039216,0.401850120426198,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_150km",1,1,0,0.5,0.112745098039216,0.401850120426198,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_150km",3,6,0.035650623885918,0.875,0.191176470588235,1,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_150km",1,1,0,0.5,0.112745098039216,0.401850120426198,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_150km",1,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_150km",2,1,0,1,0.0294117647058824,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_150km",4,0,0,NA,0,0,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_150km",4,1,0,0.6,0.0588235294117647,1.99867896362236e-16,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_150km",4,1,0,0.5,0.112745098039216,0.401850120426198,"Rule_B",150,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_200km",2,4,0.0106951871657754,1,0.117647058823529,0,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_200km",1,1,0,0.571428571428571,0.0735294117647059,0,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_200km",1,1,0,0.371428571428571,0.175,0.322467198010863,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_200km",1,1,0,0.571428571428571,0.0735294117647059,0,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_200km",1,1,0,0.371428571428571,0.175,0.322467198010863,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Torre Sabea","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Kargadur","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Rio Tana","Rule_B_200km",1,1,0,0.371428571428571,0.175,0.322467198010864,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Scamuso I","Rule_B_200km",1,1,0,0.571428571428571,0.0735294117647059,6.16606376435313e-17,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Arene Candide I","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasano","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Durdeva greda","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Montevergine - Torre de Rubeis","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Pollera","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta dei Cocci","Rule_B_200km",1,2,0.0285204991087344,0.481481481481481,0.208333333333333,0.421910112296122,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Masseria Candelaro II","Rule_B_200km",1,1,0,0.371428571428571,0.175,0.322467198010864,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Secche","Rule_B_200km",2,3,0.054367201426025,0.419354838709677,0.196078431372549,0.308381487787504,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Basi I","Rule_B_200km",1,2,0.0392156862745098,0.333333333333333,0.16421568627451,0.112498711689502,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Trasanello I","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palata 1","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Maddalena di Muccia","Rule_B_200km",1,2,0.0285204991087344,0.481481481481481,0.208333333333333,0.421910112296121,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Villaggio Ortucchio","Rule_B_200km",1,1,0,0.371428571428571,0.175,0.322467198010863,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Colle Santo Stefano","Rule_B_200km",3,9,0.11319073083779,0.565217391304348,0.302450980392157,1,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo I","Rule_B_200km",1,1,0,0.371428571428571,0.175,0.322467198010863,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Barice Smilcic","Rule_B_200km",1,0,0,NA,0,4.81723731590088e-19,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Renaghju","Rule_B_200km",2,2,0.0213903743315508,0.26530612244898,0.141666666666667,0.04048721074509,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Monte Arci","Rule_B_200km",4,1,0,0.213114754098361,0.108823529411765,0.0130557974042445,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Lipari","Rule_B_200km",4,1,0,0.571428571428571,0.0735294117647059,0,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Palmarola","Rule_B_200km",4,1,0,0.371428571428571,0.175,0.322467198010863,"Rule_B",200,"4-3, 4-2, 3-2, 3-1, 2-1"
"Piana di Curinga","Rule_B_250km",2,9,0.0641711229946524,1,0.264705882352941,1.95911654271098e-16,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Le Macchie (Ripagnola Polignano a mare)","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Susac Poje","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Favella","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,6.12223919597181e-17,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Peiro Signado","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pont de Roque-Haute","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Pulo di Molfetta Fondo Azzolini","Rule_B_250km",1,0,0,NA,0,7.65279899496476e-19,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Terragne","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,0,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Coppa Nevigata","Rule_B_250km",1,1,0,0.424242424242424,0.199509803921569,0.229468957138432,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo I","Rule_B_250km",1,1,0,0.529411764705882,0.147058823529412,4.89779135677745e-17,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
"Ripatetta","Rule_B_250km",1,1,0,0.424242424242424,0.199509803921569,0.229468957138432,"Rule_B",250,"4-3, 4-2, 3-2, 3-1, 2-1"
