"sites","Network","Rank","Degree","Betweenness","Closeness","Harmonic","Eigenvector","Rule_set","Distance_km","Allowed_connections"
"Fiorano Modenese","Rule_A_200km",1,1,0,0.283018867924528,0.230232558139535,0.0831236901582944,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Sa Punta","Rule_A_200km",3,2,0.000553709856035437,0.75,0.0581395348837209,0,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Masseria Santa Tecchia","Rule_A_200km",1,3,0.0416020671834625,0.384615384615385,0.324418604651163,0.22070768156538,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Lokvica","Rule_A_200km",1,0,0,NA,0,0,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Rocchicella-Paliké","Rule_A_200km",1,1,0,0.666666666666667,0.0348837209302326,0,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_200km",4,2,0.000553709856035437,0.75,0.0581395348837209,0,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_200km",4,1,0,0.666666666666667,0.0348837209302326,0,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_200km",4,2,0.00285244471290983,0.405405405405405,0.319767441860465,0.353751058197975,"Rule_A",200,"4-3, 3-2, 3-1, 2-1"
"Abri Albertini","Rule_A_250km",1,3,0.00039990156269226,0.292682926829268,0.314396456256921,0.269735729774693,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"La Lucciola","Rule_A_250km",1,6,0.0549437335151621,0.45,0.44922480620155,0.610992876072579,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Sant'Anna di Oria","Rule_A_250km",3,8,0.0374677002583979,0.342857142857143,0.385658914728682,0.129249117589246,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"La Scola","Rule_A_250km",2,9,0.0441690092852884,0.391304347826087,0.444186046511628,0.651131673775085,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Masseria Acquasalsa","Rule_A_250km",1,3,0.0387596899224806,0.418604651162791,0.397286821705426,0.138583434993351,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"La Marmotta","Rule_A_250km",3,16,0.111292165444989,0.423529411764706,0.525581395348837,1,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Umbro Bova Marina","Rule_A_250km",3,3,0.0764119601328904,0.270676691729323,0.294573643410853,0.0197401850485071,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Grotta Continenza","Rule_A_250km",1,2,0.00234907211651398,0.409090909090909,0.387209302325581,0.244757576605168,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Portonovo","Rule_A_250km",1,3,0.00935705121751634,0.423529411764706,0.406589147286822,0.341257146297886,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Masseria Candelaro III","Rule_A_250km",1,3,0.0387596899224806,0.418604651162791,0.397286821705426,0.138583434993351,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Grotta Scaloria","Rule_A_250km",1,3,0.0387596899224806,0.418604651162791,0.397286821705426,0.138583434993351,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Strette","Rule_A_250km",2,8,0.033598830110458,0.387096774193548,0.432558139534884,0.575224262980057,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Marcianese","Rule_A_250km",1,2,0.00234907211651398,0.409090909090909,0.387209302325581,0.244757576605168,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Savignano sul Panaro","Rule_A_250km",1,4,0.00123310306034559,0.302521008403361,0.33765227021041,0.366235299467411,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Su Carroppu","Rule_A_250km",1,2,0.000553709856035437,0.75,0.0581395348837209,3.27849037494565e-17,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Trasanello II","Rule_A_250km",1,2,0,0.264705882352941,0.275193798449612,0.0374943056587974,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Fornace Cappuccini","Rule_A_250km",2,9,0.0333418519465031,0.382978723404255,0.436434108527132,0.671682415492049,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Krivače","Rule_A_250km",1,1,0,0.36,0.342635658914729,0.101089129334554,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Piani di Calisti","Rule_A_250km",1,5,0.0376182940966994,0.444444444444444,0.437596899224806,0.528351299377851,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Rio Saboccu","Rule_A_250km",3,2,0.000553709856035437,0.75,0.0581395348837209,6.55698074989129e-17,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Grotta dei Piccioni","Rule_A_250km",1,2,0.00234907211651398,0.409090909090909,0.387209302325581,0.244757576605168,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Pienza","Rule_A_250km",1,6,0.0549437335151621,0.45,0.44922480620155,0.610992876072579,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Casa Querciolaia","Rule_A_250km",1,5,0.00123310306034559,0.321428571428571,0.372535991140642,0.509903746738025,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Grotta Sant'Angelo II","Rule_A_250km",1,3,0.00935705121751634,0.423529411764706,0.406589147286822,0.341257146297886,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Villa Badessa (Cepegatti)","Rule_A_250km",1,2,0.00234907211651398,0.409090909090909,0.387209302325581,0.244757576605168,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Pokrovnik","Rule_A_250km",1,1,0,0.36,0.342635658914729,0.101089129334554,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Catignano","Rule_A_250km",3,19,0.423846437799926,0.553846153846154,0.596899224806201,0.703627910338183,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Danilo-Bitinj","Rule_A_250km",1,1,0,0.36,0.342635658914729,0.101089129334554,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Colle Cera","Rule_A_250km",1,2,0.00234907211651398,0.409090909090909,0.387209302325581,0.244757576605168,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Balsignano II","Rule_A_250km",1,2,0,0.264705882352941,0.275193798449612,0.0374943056587975,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Spila Nakovana","Rule_A_250km",1,0,0,NA,0,3.84198090813943e-19,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Ex Palestra GIL","Rule_A_250km",1,3,0.0387596899224806,0.418604651162791,0.397286821705426,0.138583434993351,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Cala Giovanna","Rule_A_250km",2,9,0.0441690092852884,0.391304347826087,0.444186046511628,0.651131673775085,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Grande Rivoire","Rule_A_250km",1,0,0,NA,0,3.84198090813943e-19,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Arene Candide II","Rule_A_250km",1,3,0.00039990156269226,0.292682926829268,0.314396456256921,0.269735729774693,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Grotta San Michele Arcangelo II","Rule_A_250km",2,9,0.147102251753415,0.352941176470588,0.405038759689923,0.13172889373549,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Fiorano Modenese","Rule_A_250km",1,4,0.00123310306034559,0.302521008403361,0.33765227021041,0.366235299467411,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Sa Punta","Rule_A_250km",3,2,0.000553709856035437,0.75,0.0581395348837209,8.19622593736411e-17,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Masseria Santa Tecchia","Rule_A_250km",1,3,0.0387596899224806,0.418604651162791,0.397286821705426,0.138583434993351,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Lokvica","Rule_A_250km",1,0,0,NA,0,3.84198090813943e-19,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Rocchicella-Paliké","Rule_A_250km",1,1,0,0.214285714285714,0.215448504983389,0.00283604173475359,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Monte Arci","Rule_A_250km",4,2,0.000553709856035437,0.75,0.0581395348837209,9.83547112483694e-17,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Lipari","Rule_A_250km",4,1,0,0.214285714285714,0.215448504983389,0.00283604173475361,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Palmarola","Rule_A_250km",4,2,0.00234907211651398,0.409090909090909,0.387209302325581,0.244757576605168,"Rule_A",250,"4-3, 3-2, 3-1, 2-1"
"Abri Albertini","Rule_A_300km",1,6,0.169043703927425,0.403846153846154,0.481395348837209,0.312600479104103,"Rule_A",300,"4-3, 3-2, 3-1, 2-1"
"La Lucciola","Rule_A_300km",1,6,0.0147347672608298,0.451612903225806,0.512403100775194,0.476464864914823,"Rule_A",300,"4-3, 3-2, 3-1, 2-1"
"Sant'Anna di Oria","Rule_A_300km",3,10,0.0284980540794494,0.385321100917431,0.484108527131783,0.204189709324121,"Rule_A",300,"4-3, 3-2, 3-1, 2-1"
