"from","to","distance_rule_km"
"Sa Punta","Strette",350
"Sa Punta","Su Carroppu",350
"Sa Punta","Cala Giovanna",350
"Monte Arci","La Scola",350
"Monte Arci","Strette",350
"Monte Arci","Rio Saboccu",350
"Monte Arci","Cala Giovanna",350
"Monte Arci","Sa Punta",350
"Lipari","Sant'Anna di Oria",350
"Lipari","Umbro Bova Marina",350
"Lipari","Grotta San Michele Arcangelo II",350
"Palmarola","La Scola",350
"Palmarola","La Marmotta",350
"Palmarola","Strette",350
"Palmarola","Catignano",350
"Palmarola","Cala Giovanna",350
"Palmarola","Grotta San Michele Arcangelo II",350
