"","Masseria Montevergine - Torre de Rubeis","Torre Sabea","Terragne","Sant'Anna di Oria","Le Macchie (Ripagnola Polignano a mare)","Spila Nakovana","Lokvica","Balsignano I","Balsignano II","Trasanello I","Trasanello II","Pulo di Molfetta Fondo Azzolini","Trasano","Susac Poje","Favella","Piana di Curinga","Scamuso I","Grotta San Michele Arcangelo I","Grotta San Michele Arcangelo II","Palata 1","Danilo-Bitinj","Pokrovnik","Umbro Bova Marina","Grotta Scaloria","Masseria Santa Tecchia","Masseria Candelaro II","Masseria Candelaro III","Krivače","Coppa Nevigata","Ex Palestra GIL","Durdeva greda","Barice Smilcic","Ripatetta","Masseria Acquasalsa","Rocchicella-Paliké","Marcianese","Villa Badessa (Cepegatti)","Colle Cera","Grotta dei Piccioni","Kargadur","Catignano","Rio Tana","Colle Santo Stefano","Grotta Sant'Angelo I","Grotta Sant'Angelo II","Villaggio Ortucchio","Portonovo","Grotta Continenza","Maddalena di Muccia","Piani di Calisti","Grotta dei Cocci","La Marmotta","La Lucciola","Fornace Cappuccini","Pienza","Savignano sul Panaro","Le Secche","Fiorano Modenese","Casa Querciolaia","Cala Giovanna","La Scola","Strette","Abri Albertini","Renaghju","Basi I","Su Carroppu","Rio Saboccu","Sa Punta","Arene Candide II","Arene Candide I","Grotta Pollera","Grande Rivoire","Pont de Roque-Haute","Peiro Signado","La Farigoule 2"
"Rio Tana",0.5785304812833,0.626826153336789,0.553140854421749,-31.3467206331316,0.721927348441998,0.356505828591571,0.553637570755672,0.634578480149573,0.473519636220871,0.650228914862649,0.677605407059892,0.625832720668943,0.674625109056355,0.541936189992742,0.636043952430105,-2.45628333822195,0.647745333193035,0.533184617719192,-0.717706150141031,0.541936189992742,-0.0150357973572812,0.518661771175629,-13.3458754297599,0.453097172698548,0.5785304812833,0.861043090332451,0.936868951881614,0.566332384186447,0.541936189992742,0.577040332281532,0.541936189992742,0.541439473658819,0.602429959143083,0.637534101431873,0.635050519762259,0.687319922487131,0.589735145712308,-0.352622514401622,0.601436526475238,0.372278793220474,-17.293002652077,1,-15.2549067371971,0.405298216978982,0.541936189992742,0.541936189992742,0.5785304812833,0.736609027208465,0.674128392722432,0.60193324280916,0.590728578380153,-26.3165088705779,0.41650288140799,-2.78737743851935,0.590728578380153,0.541439473658819,-1.57352775298193,0.5785304812833,0.739062119363922,-2.88488761327126,-3.18894792037422,-1.80743504775196,0.541936189992742,-5.6583054653584,-0.00802813400576996,-0.466131849685777,-14.0710335752071,-23.8466667465311,0.781924401258417,0.45160121090386,0.627322869670712,0.541936189992742,0.562204956216634,0.561027336736201,0.327982206428052
"Colle Santo Stefano",-15.6763762559138,-15.6280805838603,-15.7017658827754,-25.509082965052,-15.4159655811258,-15.5031439916095,-15.7012691664414,-15.0846547708963,-15.3861301839802,-15.6046778223345,-15.2496626687752,-15.6290740165282,-15.5802816281408,-15.7129705472044,-15.618862784767,-11.7986233989752,-15.5369531194265,-15.6096144961595,-13.5372005870561,-15.7129705472044,-14.2398709398398,-15.3999220960663,-11.6554966262051,-15.4065526475025,-15.6763762559138,-15.164742215917,-15.1917756890787,-15.6885743530107,-15.7129705472044,-15.6778664049156,-15.7129705472044,-15.7134672635383,-15.652476778054,-15.6173726357652,-15.6198562174349,-15.56758681471,-15.6651715914848,-13.9022842227955,-15.6534702107219,-15.038940533707,-13.167437681958,-15.2549067371971,1,-15.4543516032221,-15.7129705472044,-15.7129705472044,-15.6763762559138,-15.5182977099886,-15.5807783444747,-15.652973494388,-15.664178158817,-14.9943375593898,-15.4431469387931,-11.4675292986778,-15.664178158817,-15.7134672635383,-12.6813789842152,-15.6763762559138,-15.4037369945148,-11.3700191239258,-11.0659588168229,-13.0085841559004,-15.7129705472044,-16.7173595213121,-14.9708169676597,-13.7887748875113,-16.6596022782629,-20.3509695726421,-15.4729823359387,-14.9006840689828,-15.6275838675264,-15.7129705472044,-15.6366479693213,-15.4696641538241,-15.4756138021138
"Grotta Sant'Angelo I",0.77797534730827,0.778472063642193,0.705780197394999,-31.5461654991566,0.566357060907684,0.951207611612588,0.729679675254782,0.630303167674249,0.834193803983288,0.755069302116333,0.40005414855705,0.755069302116333,0.730673107922628,0.741381056017712,0.671669487774055,-2.65572820424692,0.589759822433544,0.662421199166582,-0.917151016166001,0.741381056017712,-0.214480663382251,0.550313575848196,-13.5453202957848,0.952201044280434,0.77797534730827,0.315133695698845,0.342167168860596,0.765777250211418,0.741381056017712,0.706276913728922,0.741381056017712,0.717481578157929,0.778472063642193,0.743367921353403,0.623870532054489,0.717978294491852,0.742374488685558,-0.552067380426592,0.730673107922628,0.584588930484965,-17.492447518102,0.405298216978982,-15.4543516032221,1,0.741381056017712,0.741381056017712,0.77797534730827,0.668689189770517,0.73116982425655,0.75457258578241,0.790173444405123,-26.5159537366029,0.964399141377287,-2.98682230454432,0.790173444405123,0.717481578157929,-1.7729726190069,0.77797534730827,0.554128474296674,-3.08433247929623,-3.38839278639919,-1.4701636415154,0.741381056017712,-6.25300724837942,0.516465364437667,-0.665576715710747,-14.2704784412321,-24.0461116125561,0.623373815720566,0.44633246576069,0.77797534730827,0.741381056017712,0.738247060715744,0.62005563360601,0.899281227923209
"Grotta Sant'Angelo II",0.963405708709441,0.915110036655953,0.964399141377287,-31.8047844431389,0.702995033921444,0.790173444405123,0.98829861923707,0.371684223691961,0.673159636775823,0.891707275130093,0.536692121570809,0.916103469323798,0.867311080936387,1,0.905892237562637,-2.91434714822921,0.823982572222127,0.896643948955164,-1.17576996014829,1,-0.473099607364539,0.686951548861955,-13.8039392397671,0.693582100298146,0.963405708709441,0.451771668712604,0.478805141874355,0.975603805806294,1,0.96489585771121,1,0.976100522140217,0.939506230849658,0.904402088560868,0.882489476036777,0.854616267505611,0.952201044280434,-0.81068632440888,0.940499663517504,0.325969986502677,-17.7510664620843,0.541936189992742,-15.7129705472044,0.741381056017712,1,1,0.963405708709441,0.805327162784277,0.86780779727031,0.940002947183581,0.951207611612588,-26.7745726805852,0.730176391588705,-3.24544124852661,0.951207611612588,0.976100522140217,-2.03159156298919,0.963405708709441,0.690766447310434,-3.34295142327852,-3.64701173038148,-1.70438639130398,1,-6.11636927536566,0.257846420455379,-0.924195659693035,-14.5290973852144,-24.3047305565384,0.760011788734325,0.187713521778402,0.91461332032203,1,0.923677422116915,0.75669360661977,0.76264325490945
"Villaggio Ortucchio",0.963405708709441,0.915110036655953,0.964399141377287,-31.8047844431389,0.702995033921444,0.790173444405123,0.98829861923707,0.371684223691961,0.673159636775823,0.891707275130093,0.536692121570809,0.916103469323798,0.867311080936387,1,0.905892237562637,-2.91434714822921,0.823982572222127,0.896643948955164,-1.17576996014829,1,-0.473099607364539,0.686951548861955,-13.8039392397671,0.693582100298146,0.963405708709441,0.451771668712604,0.478805141874355,0.975603805806294,1,0.96489585771121,1,0.976100522140217,0.939506230849658,0.904402088560868,0.882489476036777,0.854616267505611,0.952201044280434,-0.81068632440888,0.940499663517504,0.325969986502677,-17.7510664620843,0.541936189992742,-15.7129705472044,0.741381056017712,1,1,0.963405708709441,0.805327162784277,0.86780779727031,0.940002947183581,0.951207611612588,-26.7745726805852,0.730176391588705,-3.24544124852661,0.951207611612588,0.976100522140217,-2.03159156298919,0.963405708709441,0.690766447310434,-3.34295142327852,-3.64701173038148,-1.70438639130398,1,-6.11636927536566,0.257846420455379,-0.924195659693035,-14.5290973852144,-24.3047305565384,0.760011788734325,0.187713521778402,0.91461332032203,1,0.923677422116915,0.75669360661977,0.76264325490945
"Portonovo",1,0.951704327946511,0.927804850086728,-31.7681901518483,0.739589325212002,0.77797534730827,0.951704327946511,0.40827851498252,0.66096153967897,0.928301566420651,0.573286412861368,0.952697760614357,0.903905372226945,0.963405708709441,0.893694140465784,-2.87775285693865,0.811784475125274,0.884445851858311,-1.13917566885773,0.963405708709441,-0.436505316073981,0.723545840152514,-13.7673449484766,0.730176391588705,1,0.488365960003163,0.515399433164914,0.987801902903147,0.963405708709441,0.928301566420651,0.963405708709441,0.939506230849658,0.976100522140217,0.940996379851427,0.845895184746218,0.89121055879617,0.964399141377287,-0.774092033118321,0.952697760614357,0.362564277793236,-17.7144721707937,0.5785304812833,-15.6763762559138,0.77797534730827,0.963405708709441,0.963405708709441,1,0.841921454074835,0.904402088560868,0.97659723847414,0.987801902903147,-26.7379783892946,0.766770682879263,-3.20884695723605,0.987801902903147,0.939506230849658,-1.99499727169863,1,0.727360738600992,-3.30635713198796,-3.61041743909092,-1.66779210001342,0.963405708709441,-6.0797749840751,0.294440711745938,-0.887601368402477,-14.4925030939238,-24.2681362652478,0.796606080024884,0.22430781306896,0.951207611612588,0.963405708709441,0.960271713407474,0.793287897910328,0.726048963618891
"Grotta Continenza",0.841921454074835,0.890217126128324,0.793129065687424,-31.6101116059232,0.751290705974932,0.619896801383106,0.817028543547207,0.566357060907684,0.526285755279666,0.866814364602464,0.706968764592827,0.842418170408758,0.89121055879617,0.805327162784277,0.759018356066479,-2.71967431101348,0.677108690725969,0.749770067459007,-0.981097122932566,0.805327162784277,-0.278426770148816,0.735247220915444,-13.6092664025514,0.693085383964223,0.841921454074835,0.646444505928328,0.673477979090079,0.829723356977982,0.805327162784277,0.793625782021347,0.805327162784277,0.804830446450354,0.865820931934618,0.830716789645828,0.711219400346914,0.927308133752806,0.829723356977982,-0.616013487193157,0.818021976215052,0.471850435330989,-17.5563936248686,0.736609027208465,-15.5182977099886,0.668689189770517,0.805327162784277,0.805327162784277,0.841921454074835,1,0.867311080936387,0.841921454074835,0.854119551171688,-26.5798998433695,0.656491092673664,-3.05076841131088,0.854119551171688,0.804830446450354,-1.83691872577347,0.841921454074835,0.885439284526157,-3.1482785860628,-3.45233889316576,-1.77807169021902,0.805327162784277,-5.92169643814994,0.208557315734045,-0.729522822477312,-14.3344245479987,-24.1100577193227,0.881496043368931,0.382386358994125,0.890713842462247,0.805327162784277,0.825595929008169,0.707404501898435,0.591373179219586
"Maddalena di Muccia",0.904402088560868,0.952697760614357,0.879012461699317,-31.6725922404092,0.835187236651134,0.682377435869139,0.87950917803324,0.503876426421651,0.658974674343279,0.976100522140217,0.668884324300499,0.951704327946511,0.976100522140217,0.86780779727031,0.891707275130093,-2.78215494549952,0.809797609789582,0.85905622499676,-1.0435777574186,0.86780779727031,-0.340907404634849,0.795740990065786,-13.6717470370374,0.778968779976116,0.904402088560868,0.583963871442295,0.610997344604046,0.892203991464015,0.86780779727031,0.9029119395591,0.86780779727031,0.867311080936387,0.928301566420651,0.963405708709441,0.843908319410527,0.940002947183581,0.915606752989875,-0.67849412167919,0.927308133752806,0.458162189232368,-17.6188742593546,0.674128392722432,-15.5807783444747,0.73116982425655,0.86780779727031,0.86780779727031,0.904402088560868,0.867311080936387,1,0.927804850086728,0.916600185657721,-26.6423804778555,0.742374488685558,-3.11324904579692,0.916600185657721,0.867311080936387,-1.8993993602595,0.904402088560868,0.822958650040124,-3.21075922054883,-3.51481952765179,-1.64538277115541,0.86780779727031,-5.98417707263597,0.317843473271798,-0.792003456963345,-14.3969051824847,-24.1725383538087,0.892203991464015,0.319905724508092,0.95319447694828,0.86780779727031,0.888076563494202,0.840093420962049,0.65385381370562
"Piani di Calisti",0.97659723847414,0.951704327946511,0.951207611612588,-31.7447873903225,0.762992086737862,0.75457258578241,0.951704327946511,0.43168127650838,0.68436430120483,0.951704327946511,0.596689174387228,0.976100522140217,0.927308133752806,0.940002947183581,0.917096901991644,-2.85435009541279,0.835187236651134,0.907848613384171,-1.11577290733187,0.940002947183581,-0.413102554548121,0.746948601678374,-13.7439421869507,0.753579153114565,0.97659723847414,0.511768721529023,0.538802194690774,0.964399141377287,0.940002947183581,0.951704327946511,0.940002947183581,0.939506230849658,0.976100522140217,0.964399141377287,0.869297946272078,0.91461332032203,0.987801902903147,-0.750689271592461,0.976100522140217,0.385967039319096,-17.6910694092679,0.60193324280916,-15.652973494388,0.75457258578241,0.940002947183581,0.940002947183581,0.97659723847414,0.841921454074835,0.927804850086728,1,0.964399141377287,-26.7145756277688,0.790173444405123,-3.18544419571019,0.964399141377287,0.939506230849658,-1.97159451017277,0.97659723847414,0.750763500126852,-3.2829543704621,-3.58701467756506,-1.64438933848756,0.940002947183581,-6.05637222254924,0.317843473271798,-0.864198606876617,-14.469100332398,-24.244733503722,0.820008841550744,0.24771057459482,0.927804850086728,0.940002947183581,0.960271713407474,0.816690659436188,0.726048963618891
"Grotta dei Cocci",0.987801902903147,0.963902425043364,0.915606752989875,-31.7559920547515,0.751787422308855,0.765777250211418,0.939506230849658,0.420476612079372,0.648763442582117,0.940499663517504,0.58548450995822,0.96489585771121,0.916103469323798,0.951207611612588,0.881496043368931,-2.8655547598418,0.799586378028421,0.872247754761458,-1.12697757176088,0.951207611612588,-0.424307218977128,0.735743937249367,-13.7551468513797,0.742374488685558,0.987801902903147,0.500564057100016,0.527597530261767,0.975603805806294,0.951207611612588,0.916103469323798,0.951207611612588,0.927308133752806,0.98829861923707,0.95319447694828,0.833697087649365,0.903408655893023,0.952201044280434,-0.761893936021468,0.940499663517504,0.374762374890089,-17.7022740736969,0.590728578380153,-15.664178158817,0.790173444405123,0.951207611612588,0.951207611612588,0.987801902903147,0.854119551171688,0.916600185657721,0.964399141377287,1,-26.7257802921978,0.778968779976116,-3.1966488601392,1,0.927308133752806,-1.98279917460178,0.987801902903147,0.739558835697845,-3.29415903489111,-3.59821934199407,-1.65559400291657,0.951207611612588,-6.06757688697825,0.306638808842791,-0.875403271305624,-14.480304996827,-24.255938168151,0.808804177121737,0.236505910165813,0.963405708709441,0.951207611612588,0.948073616310621,0.805485995007181,0.713850866522038
"La Marmotta",-26.7379783892946,-26.6896827172411,-26.7633680161562,-41.5034205244418,-26.4775677145066,-26.5647461249903,-26.7628712998223,-26.1462569042771,-26.447732317361,-26.6662799557153,-26.311264802156,-26.690676149909,-26.6418837615216,-26.7745726805852,-26.6804649181478,-25.3826470570197,-26.5985552528073,-26.6712166295404,-24.5988027204369,-26.7745726805852,-25.3014730732206,-26.4615242294471,-22.6155579275577,-26.4681547808833,-26.7379783892946,-26.2263443492978,-26.2533778224595,-26.7501764863915,-26.7745726805852,-26.7394685382964,-26.7745726805852,-26.7750693969191,-26.7140789114348,-26.6789747691461,-26.6814583508157,-26.6291889480908,-26.7267737248656,-24.9638863561763,-26.7150723441027,-26.2126502904063,-11.7230577880076,-26.3165088705779,-14.9943375593898,-26.5159537366029,-26.7745726805852,-26.7745726805852,-26.7379783892946,-26.5798998433695,-26.6423804778555,-26.7145756277688,-26.7257802921978,1,-26.5047490721739,-23.5941538535832,-26.7257802921978,-26.7750693969191,-25.7048645256677,-26.7379783892946,-26.4653391278956,-24.3935046653784,-24.3697134165714,-27.7136840471287,-26.7745726805852,-25.9067407326242,-26.5929572176325,-24.8503770208922,-21.1446728849913,-28.9394893720185,-26.5345844693195,-25.9622862023636,-26.6891860009072,-26.7745726805852,-26.6982501027021,-26.531266287205,-26.5372159354946
"La Lucciola",0.766770682879263,0.766273966545341,0.741381056017712,-31.5349608347276,0.577561725336691,0.940002947183581,0.741877772351635,0.641507832103256,0.869794662606001,0.766273966545341,0.411258812986057,0.790670160739046,0.741877772351635,0.730176391588705,0.707270346396767,-2.64452353981791,0.625360681056257,0.698022057789295,-0.905946351736994,0.730176391588705,-0.203275998953244,0.561518240277203,-13.5341156313558,0.963405708709441,0.766770682879263,0.326338360127852,0.353371833289603,0.75457258578241,0.730176391588705,0.741877772351635,0.730176391588705,0.729679675254782,0.790670160739046,0.778968779976116,0.659471390677202,0.729182958920859,0.77797534730827,-0.540862715997585,0.76627396654534,0.595793594913973,-17.481242853673,0.41650288140799,-15.4431469387931,0.964399141377287,0.730176391588705,0.730176391588705,0.766770682879263,0.656491092673664,0.742374488685558,0.790173444405123,0.778968779976116,-26.5047490721739,1,-2.97561764011531,0.778968779976116,0.729679675254782,-1.7617679545779,0.766770682879263,0.565333138725682,-3.07312781486722,-3.37718812197019,-1.43456278289269,0.730176391588705,-6.24180258395041,0.527670028866674,-0.65437205128174,-14.2592737768031,-24.0349069481271,0.634578480149573,0.457537130189697,0.742374488685558,0.730176391588705,0.750445157812597,0.631260298035018,0.911479325020062
"Fornace Cappuccini",-3.20884695723605,-3.16055128518256,-3.2342365840976,-27.5593431946123,-2.94843628244805,-3.03561469293173,-3.23373986776368,-2.61712547221857,-2.91860088530243,-3.1371485236567,-2.78213337009742,-3.16154471785041,-3.11275232946299,-3.24544124852661,-3.15133348608924,-1.74282636810953,-3.06942382074873,-3.14208519748177,-1.46492820537437,-3.24544124852661,-2.56285547515416,-2.93239279738856,-10.0220256809209,-2.93902334882475,-3.20884695723605,-2.69721291723921,-2.72424639040096,-3.2210450543329,-3.24544124852661,-3.21033710623782,-3.24544124852661,-3.24593796486053,-3.18494747937627,-3.14984333708747,-3.15232691875709,-3.10005751603222,-3.19764229280704,-1.43475492411773,-3.18594091204411,-2.57141123502928,-13.5056252135577,-2.78737743851935,-11.4675292986778,-2.98682230454432,-3.24544124852661,-3.24544124852661,-3.20884695723605,-3.05076841131088,-3.11324904579692,-3.18544419571019,-3.1966488601392,-23.5941538535832,-2.97561764011531,1,-3.1966488601392,-3.24593796486053,-1.50596758908055,-3.20884695723605,-2.93620769583704,-1.38037847977936,-0.98732310444575,-3.1195301935455,-3.24544124852661,-6.47309256759109,-2.50328766898199,-2.90227325681776,-12.503709808315,-20.0592893080118,-3.00545303726093,-2.82841168730106,-3.16005456884864,-3.24544124852661,-3.16911867064352,-3.00213485514638,-3.00808450343606
"Pienza",0.987801902903147,0.963902425043364,0.915606752989875,-31.7559920547515,0.751787422308855,0.765777250211418,0.939506230849658,0.420476612079372,0.648763442582117,0.940499663517504,0.58548450995822,0.96489585771121,0.916103469323798,0.951207611612588,0.881496043368931,-2.8655547598418,0.799586378028421,0.872247754761458,-1.12697757176088,0.951207611612588,-0.424307218977128,0.735743937249367,-13.7551468513797,0.742374488685558,0.987801902903147,0.500564057100016,0.527597530261767,0.975603805806294,0.951207611612588,0.916103469323798,0.951207611612588,0.927308133752806,0.98829861923707,0.95319447694828,0.833697087649365,0.903408655893023,0.952201044280434,-0.761893936021468,0.940499663517504,0.374762374890089,-17.7022740736969,0.590728578380153,-15.664178158817,0.790173444405123,0.951207611612588,0.951207611612588,0.987801902903147,0.854119551171688,0.916600185657721,0.964399141377287,1,-26.7257802921978,0.778968779976116,-3.1966488601392,1,0.927308133752806,-1.98279917460178,0.987801902903147,0.739558835697845,-3.29415903489111,-3.59821934199407,-1.65559400291657,0.951207611612588,-6.06757688697825,0.306638808842791,-0.875403271305624,-14.480304996827,-24.255938168151,0.808804177121737,0.236505910165813,0.963405708709441,0.951207611612588,0.948073616310621,0.805485995007181,0.713850866522038
"Savignano sul Panaro",0.939506230849658,0.91461332032203,0.98829861923707,-31.8052811594728,0.702498317587521,0.76627396654534,0.987801902903147,0.371187507358038,0.6726629204419,0.89121055879617,0.536195405236886,0.915606752989875,0.866814364602464,0.976100522140217,0.905395521228714,-2.91484386456313,0.823485855888204,0.896147232621241,-1.17626667648221,0.976100522140217,-0.473596323698462,0.686454832528033,-13.8044359561011,0.693085383964223,0.939506230849658,0.451274952378682,0.478308425540432,0.951704327946511,0.976100522140217,0.964399141377287,0.976100522140217,1,0.939009514515736,0.903905372226945,0.90638895389656,0.854119551171688,0.951704327946511,-0.811183040742803,0.940002947183581,0.325473270168754,-17.7515631784182,0.541439473658819,-15.7134672635383,0.717481578157929,0.976100522140217,0.976100522140217,0.939506230849658,0.804830446450354,0.867311080936387,0.939506230849658,0.927308133752806,-26.7750693969191,0.729679675254782,-3.24593796486053,0.927308133752806,1,-2.03208827932312,0.939506230849658,0.690269730976511,-3.34344813961244,-3.6475084467154,-1.7048831076379,0.976100522140217,-6.11686599169959,0.257349704121456,-0.924692376026958,-14.5295941015483,-24.3052272728723,0.759515072400402,0.187216805444479,0.890713842462247,0.976100522140217,0.923180705782992,0.756196890285847,0.762146538575527
"Le Secche",-1.99499727169863,-1.94670159964515,-2.02038689856019,-28.7731928801497,-1.73458659691064,-1.82176500739432,-2.01989018222626,-1.40327578668115,-1.70475119976502,-1.92329883811929,-1.56828368456,-1.94769503231299,-1.89890264392558,-2.03159156298919,-1.93748380055183,-0.687829993632305,-1.85557413521132,-1.92823551194436,-0.587707428652077,-2.03159156298919,-0.9537488726207,-1.71854311185115,-10.7723476767779,-1.72517366328734,-1.99499727169863,-1.4833632317018,-1.51039670486355,-2.00719536879549,-2.03159156298919,-1.9964874207004,-2.03159156298919,-2.03208827932312,-1.97109779383885,-1.93599365155006,-1.93847723321968,-1.8862078304948,-1.98379260726963,-0.440470986323664,-1.9720912265067,-1.35756154949187,-14.7194748990951,-1.57352775298193,-12.6813789842152,-1.7729726190069,-2.03159156298919,-2.03159156298919,-1.99499727169863,-1.83691872577347,-1.8993993602595,-1.97159451017277,-1.98279917460178,-25.7048645256677,-1.7617679545779,-1.50596758908055,-1.98279917460178,-2.03208827932312,1,-1.99499727169863,-1.72235801029963,-0.311359860289327,-0.615420167392289,-1.008819521461,-2.03159156298919,-6.710214096657,-1.28943798344457,-1.2931666542843,-11.4975058222252,-21.2731389935492,-1.79160335172352,-1.21930508476759,-1.94620488331122,-2.03159156298919,-1.95526898510611,-1.78828516960896,-1.79423481789864
"Fiorano Modenese",1,0.951704327946511,0.927804850086728,-31.7681901518483,0.739589325212002,0.77797534730827,0.951704327946511,0.40827851498252,0.66096153967897,0.928301566420651,0.573286412861368,0.952697760614357,0.903905372226945,0.963405708709441,0.893694140465784,-2.87775285693865,0.811784475125274,0.884445851858311,-1.13917566885773,0.963405708709441,-0.436505316073981,0.723545840152514,-13.7673449484766,0.730176391588705,1,0.488365960003163,0.515399433164914,0.987801902903147,0.963405708709441,0.928301566420651,0.963405708709441,0.939506230849658,0.976100522140217,0.940996379851427,0.845895184746218,0.89121055879617,0.964399141377287,-0.774092033118321,0.952697760614357,0.362564277793236,-17.7144721707937,0.5785304812833,-15.6763762559138,0.77797534730827,0.963405708709441,0.963405708709441,1,0.841921454074835,0.904402088560868,0.97659723847414,0.987801902903147,-26.7379783892946,0.766770682879263,-3.20884695723605,0.987801902903147,0.939506230849658,-1.99499727169863,1,0.727360738600992,-3.30635713198796,-3.61041743909092,-1.66779210001342,0.963405708709441,-6.0797749840751,0.294440711745938,-0.887601368402477,-14.4925030939238,-24.2681362652478,0.796606080024884,0.22430781306896,0.951207611612588,0.963405708709441,0.960271713407474,0.793287897910328,0.726048963618891
"Casa Querciolaia",0.727360738600992,0.775656410654481,0.701971111739441,-31.4955508904493,0.75374379813039,0.505336085909263,0.702467828073364,0.568810153063142,0.528738847435123,0.799059172180341,0.709421856748284,0.774662977986635,0.823455366374047,0.690766447310434,0.761471448221937,-2.60511359553964,0.679561782881426,0.794122498355269,-0.866536407458723,0.690766447310434,-0.163866054674973,0.779599651811707,-13.4947056870776,0.60192743001624,0.727360738600992,0.761005221402171,0.731984882904729,0.715162641504139,0.690766447310434,0.725870589599224,0.690766447310434,0.690269730976511,0.751260216460775,0.786364358749565,0.713672492502371,0.836150179804823,0.73856540303,-0.501452771719314,0.75026678379293,0.586411150804832,-17.4418329093947,0.739062119363922,-15.4037369945148,0.554128474296674,0.690766447310434,0.690766447310434,0.727360738600992,0.885439284526157,0.822958650040124,0.750763500126852,0.739558835697845,-26.4653391278956,0.565333138725682,-2.93620769583704,0.739558835697845,0.690269730976511,-1.72235801029963,0.727360738600992,1,-3.03371787058895,-3.33777817769191,-1.66351097474518,0.690766447310434,-5.91924334599448,0.252909746630308,-0.727069730321855,-14.2198638325248,-23.9954970038488,0.883949135524388,0.496947074467968,0.776153126988404,0.690766447310434,0.767089025193519,0.821965217372278,0.532866275404936
"Cala Giovanna",-3.30635713198796,-3.25806145993447,-3.33174675884951,-27.4618330198604,-3.04594645719996,-3.13312486768364,-3.33125004251559,-2.71463564697048,-3.01611106005434,-3.23465869840861,-2.87964354484933,-3.25905489260232,-3.21026250421491,-3.34295142327852,-3.24884366084116,-0.972058375727363,-3.16693399550065,-3.23959537223368,-1.16718146313023,-3.34295142327852,-1.86985181591398,-3.02990297214048,-9.46098781648861,-3.03653352357667,-3.30635713198796,-2.79472309199112,-2.82175656515288,-3.31855522908481,-3.34295142327852,-3.30784728098973,-3.34295142327852,-3.34344813961244,-3.28245765412818,-3.24735351183939,-3.249837093509,-3.19756769078413,-3.29515246755895,-1.53226509886964,-3.28345108679602,-2.6689214097812,-13.4081150388058,-2.88488761327126,-11.3700191239258,-3.08433247929623,-3.34295142327852,-3.34295142327852,-3.30635713198796,-3.1482785860628,-3.21075922054883,-3.2829543704621,-3.29415903489111,-24.3935046653784,-3.07312781486722,-1.38037847977936,-3.29415903489111,-3.34344813961244,-0.311359860289327,-3.30635713198796,-3.03371787058895,1,-0.216555112063586,-2.32017938175032,-3.34295142327852,-7.3896993957481,-2.6007978437339,-1.41875576358548,-10.9424279819407,-19.9617791332599,-3.10296321201285,-2.53066494505692,-3.25756474360055,-3.34295142327852,-3.26662884539543,-3.09964502989829,-3.10559467818797
"La Scola",-3.61041743909092,-3.56212176703743,-3.63580706595247,-27.1577727127574,-3.35000676430293,-3.4371851747866,-3.63531034961855,-3.01869595407344,-3.3201713671573,-3.53871900551157,-3.18370385195229,-3.56311519970528,-3.51432281131787,-3.64701173038148,-3.55290396794412,-0.0129336404482387,-3.47099430260361,-3.54365567933664,-1.5200341586206,-3.64701173038148,-2.17391212301694,-3.33396327924344,-9.15692750938565,-3.34059383067963,-3.61041743909092,-3.09878339909409,-3.12581687225584,-3.62261553618778,-3.64701173038148,-3.61190758809269,-3.64701173038148,-3.6475084467154,-3.58651796123114,-3.55141381894235,-3.55389740061196,-3.50162799788709,-3.59921277466192,-1.8363254059726,-3.58751139389899,-2.97298171688416,-13.1040547317028,-3.18894792037422,-11.0659588168229,-3.38839278639919,-3.64701173038148,-3.64701173038148,-3.61041743909092,-3.45233889316576,-3.51481952765179,-3.58701467756506,-3.59821934199407,-24.3697134165714,-3.37718812197019,-0.98732310444575,-3.59821934199407,-3.6475084467154,-0.615420167392289,-3.61041743909092,-3.33777817769191,-0.216555112063586,1,-2.34397063055732,-3.64701173038148,-6.45341334198048,-2.90485815083686,-2.51332990468054,-10.5163867038693,-19.6577188261569,-3.40702351911581,-2.83472525215988,-3.56162505070351,-3.64701173038148,-3.5706891524984,-3.40370533700125,-3.40965498529093
"Strette",-1.66779210001342,-1.66828881634735,-1.69318172687497,-29.1003980518349,-1.52936239619395,-1.4945598357091,-1.69268501054105,-1.44201352790153,-1.3775460280798,-1.64488605482149,-1.48504045481185,-1.62048986062778,-1.66928224901519,-1.70438639130398,-1.61027862886662,-1.33103699010908,-1.52836896352611,-1.60103034025915,-2.33909657332861,-1.70438639130398,-2.09523316245459,-1.51331891113447,-11.0995528484631,-1.47115707418324,-1.66779210001342,-1.66847813808441,-1.74430399963357,-1.67999019711028,-1.70438639130398,-1.66928224901519,-1.70438639130398,-1.7048831076379,-1.64389262215364,-1.60878847986485,-1.61127206153446,-1.70537982397183,-1.65658743558442,-1.79660321400415,-1.64488605482149,-1.24992212555001,-15.0466800707803,-1.80743504775196,-13.0085841559004,-1.4701636415154,-1.70438639130398,-1.70438639130398,-1.66779210001342,-1.77807169021902,-1.64538277115541,-1.64438933848756,-1.65559400291657,-27.7136840471287,-1.43456278289269,-3.1195301935455,-1.65559400291657,-1.7048831076379,-1.008819521461,-1.66779210001342,-1.66351097474518,-2.32017938175032,-2.34397063055732,1,-1.70438639130398,-7.78706042886042,-0.986629005953066,-2.41025474992448,-13.0578948504126,-21.6003441652344,-1.65956773358795,-1.67769593717772,-1.69218829420713,-1.70438639130398,-1.6280638134209,-1.48547619211746,-1.46702964621343
